#chunId,bandwidth
-2,23.26222259355817
-1,25.197201799117213
0,23.628289601286166
1,23.15384384058512
2,24.075785740676203
3,26.489874168016968
4,26.187519785837058
5,25.303755902568
6,23.084124300137585
7,24.75464918576508
8,25.37712501112717
9,25.219420286973246
10,22.695258020649067
11,23.88710268997516
12,24.919902794814103
13,25.670363636896486
14,22.254840223625067
15,24.797345030650177
16,25.17881096234869
17,26.062014985645266
18,25.866071980296795
19,25.728214148511007
20,24.00007436662258
21,22.614997328595866
22,24.50868405367325
23,26.2520397815107
24,26.74181815940554
25,25.88818637787223
26,25.536676028502168
27,25.47454956048246
28,24.304851566549026
29,24.837424633057974
30,27.086336907282913
31,23.821802492760156
32,27.018473488387315
33,24.597464806884926
34,26.656790136368848
35,23.241481238128078
36,25.73238025145581
37,24.07903733006547
38,23.230916010094766
39,25.273167553013682
40,26.26183973574496
41,23.94382320175813
42,23.126230049426997
43,24.885194044581308
44,24.890705839028524
45,25.685399534443125
46,26.18699321420561
47,24.925731023409384
48,27.319379143492828
49,25.280293430669115
50,24.566966867491374
51,22.985540801121466
52,24.67167559960479
53,24.57951631823608
54,26.20038099535184
55,25.578104530083568
56,23.525788597959227
57,25.215317983013797
58,25.83941396466132
59,26.91003919923479
60,26.109379959267574
61,25.95105831788935
62,25.075107493268955
63,25.485390006779312
64,26.5618811258827
65,23.33402825315044
66,24.563200840978805
67,24.0342890640547
68,25.473941398407653
69,26.537777719563486
70,24.25378214159866
71,22.012119540663203
72,24.484724068719412
73,26.141842165021757
74,25.67203737868735
75,25.53523280976322
76,24.6500083726569
77,23.401211579725267
78,25.644117902030583
79,23.95714773745672
80,27.73012091672557
81,25.713134010443145
82,24.27418962180756
83,24.235768440764215
84,24.883819741733014
85,24.70062259747281
86,26.396042219412443
87,25.233020212180058
88,24.08546032636434
89,27.36305085644473
90,25.06163541440028
91,25.96104959496112
92,24.23971686569405
93,25.453894534680654
94,25.388887488928994
95,22.63793838487981
96,27.5190938880758
97,26.613305576153184
98,24.503505854817515
99,23.62216282443018
100,25.43445201725444
101,25.108372124267994
102,25.444586185704036
103,25.23947174524261
104,25.632801236632407
105,26.80913212423976
106,25.710129006410806
107,23.687930626362572
108,26.703203565890565
109,27.05076820436036
110,28.940070918140105
111,23.595632458450503
112,25.303602516437845
113,22.397376621013766
114,25.69143644547401
115,24.314749627291533
116,27.404307243531193
117,24.031731287476774
118,22.88852120254092
119,24.41092032412185
120,22.530640285978578
121,25.938874318134136
122,22.4186461921796
123,25.03557197647895
124,22.402735225179754
125,24.599627744329197
126,27.054222694755666
127,25.450809864294744
128,23.92063299379383
129,24.960995638826144
130,25.02252109005556
131,25.590787932304256
132,23.291427045898967
133,25.740709092309164
134,21.61951046049653
135,24.212644309545237
136,24.38965769693557
137,25.791658532589047
138,25.028288565846086
139,23.24304618267964
140,23.76875859272873
141,25.24835001193426
142,24.901165822669306
143,24.27609486295532
144,24.398957763110026
145,25.870209996449113
146,24.352884283913482
147,24.88988594496366
148,27.71242073510068
149,23.220396703895098
150,22.685196585531678
151,25.979487080998258
152,24.15169617338237
153,24.602203090321726
154,24.023554527336106
155,24.67524982404061
156,26.998172640120426
157,26.00266057327265
158,26.077779389858723
159,23.229716180259192
160,23.561057829308915
161,21.451151675643217
162,23.988273973646557
163,26.195878982982073
164,25.646183144685462
165,24.723108421309846
166,24.972124645352434
167,24.138893071780743
168,25.25594860300223
169,25.957347849350768
170,22.98014151573691
171,25.374559609796684
172,26.165543588693335
173,24.481124638795787
174,25.87587576515073
175,28.51831805559069
176,24.869571508766384
177,25.491633812506656
178,24.07742864542326
179,25.226563953252562
180,25.57533953122788
181,25.243552925337674
182,23.72538085036393
183,25.257952214156813
184,26.827744923397045
185,25.560794705643158
186,26.2024839863398
187,24.703735037484215
188,25.937375299279637
189,25.349084797770658
190,23.81136158789096
191,25.39815125599859
192,23.76037917069961
193,24.20889965639401
194,25.236660384115467
195,25.371555341725156
196,23.51345941865359
197,26.317482213978597
198,25.71500784787559
199,24.119089455486396
200,23.07801900443853
201,24.81886927614821
202,24.44257035767355
203,25.14142557131628
204,24.54610417355554
205,22.49067892406874
206,24.514566327123553
207,24.61797611116461
208,25.792076280967574
209,24.127250406736188
210,27.098343341715708
211,22.610449311685304
212,26.638959372253282
213,24.71960128640237
214,26.074481090429444
215,25.099751855073418
216,26.424444420031836
217,24.515797544308985
218,23.626724468527733
219,26.77563035908883
220,24.858149192647325
221,25.276948092030263
222,26.543439892555995
223,23.710055947381957
224,25.74436362204907
225,24.262631554421386
226,24.834788305444537
227,25.09034870673036
228,23.12472267319133
229,24.026453696474455
230,26.688841115516425
231,26.107738985730993
232,24.921700528340956
233,25.303904323141115
234,24.632196867954427
235,26.69572923228498
236,24.749559277757296
237,25.28980261516856
238,26.43253768017758
239,24.028285643942617
240,26.948486480621117
241,23.08692323782078
242,27.037052663890996
243,24.534155520060033
244,24.6966265652184
245,22.637487286021322
246,24.431506603277885
247,23.700241836216396
248,24.24044206828316
249,24.8283612927639
250,26.19723951809113
251,25.259504189250784
252,25.384595816751393
253,23.630600763943047
254,23.89905738799659
255,27.24840627293914
