#chunId,bandwidth
-2,5.097144651132741
-1,5.623249879358197
0,4.998482272115027
1,5.209622693612911
2,5.0204573396368914
3,4.975277586702214
4,5.229769120746942
5,4.927431363952837
6,5.0668480785179755
7,5.080424451549003
8,4.832977386589238
9,5.2480105873841305
10,4.956260060826148
11,4.811063710126789
12,5.134127460892601
13,4.775383004552241
14,5.007045289342282
15,4.997720250838949
16,5.2714738914578945
17,5.118674558219988
18,4.993743260313714
19,5.204441574800072
20,5.347551887254328
21,5.139452576587965
22,5.002588154960845
23,4.67204094191246
24,4.733721584231157
25,4.923693823911333
26,4.847621949460179
27,4.953257174253639
28,5.014162481224277
29,5.132423188589183
30,4.982375305485228
31,5.12162541095655
32,5.01611860370253
33,4.506133358411532
34,4.765166151545311
35,4.963978111069596
36,4.697576314289723
37,5.149982182499051
38,5.382687708085925
39,5.304690462924329
40,4.946639282267448
41,5.372681534212488
42,5.037166864300528
43,4.91572850722049
44,4.846649334114765
45,4.924382578377968
46,4.902955795364693
47,5.042604055593872
48,5.040143495262466
49,5.000761505038354
50,5.109234542436587
51,5.2976615686965856
52,5.237388533860331
53,4.628775507887524
54,4.361519716274511
55,5.233579977809819
56,4.658280325396145
57,4.943808649526829
58,4.7074717434851605
59,4.549504890604995
60,5.135365682051197
61,5.189788790075662
62,4.85587239981832
63,4.352239426963773
64,4.863438887936879
65,5.097951001350637
66,4.6302721078064675
67,5.045839979944789
68,4.996172537706751
69,5.144822874900272
70,5.029895092103538
71,4.756732764779611
72,5.2991428754161225
73,4.960367606743257
74,4.993173865122517
75,4.766683010231701
76,4.889179437202122
77,4.778799321493275
78,4.956763485019144
79,5.427927120035585
80,4.657024714267161
81,4.596609650530815
82,5.3677925818734025
83,4.947669080712034
84,4.832731815335021
85,5.259976171849019
86,4.848596115065784
87,5.4565024283867345
88,5.169481467834817
89,4.878022147963574
90,5.539327053316375
91,4.848571269249166
92,5.1855238430023265
93,5.074823145101623
94,5.3254353223496995
95,5.390377799181713
96,5.008001037266442
97,4.811645532413454
98,5.114993035734779
99,4.830571157561973
100,5.503346811881656
101,5.034133832770684
102,4.908669612171972
103,5.046170076466227
104,4.663218427617576
105,4.757096490372337
106,5.300103476986107
107,4.835776430257151
108,4.738272254329515
109,5.134163188131821
110,5.296426038665749
111,5.179738327666267
112,5.249011921451454
113,4.810801227857635
114,4.644547333314539
115,5.375333412988872
116,4.919330040289466
117,4.937291745886238
118,5.332048535462264
119,5.139057502350165
120,5.113971943020402
121,5.541250586225271
122,4.8391204424049645
123,5.231960032020309
124,5.0142532812242715
125,5.067148069715814
126,5.382117106603133
127,5.126958939072406
128,5.134574019762408
129,5.26812683432745
130,4.908761817614279
131,4.790197583165249
132,4.738797701494741
133,4.508410852656
134,5.5140517824850805
135,4.724197908569579
136,4.944686594103557
137,4.93079667502777
138,5.076851674452275
139,5.203934303134824
140,5.215118372089936
141,4.854230640357765
142,4.958219571553397
143,5.0706449876220745
144,4.937827218454113
145,5.401836394004998
146,5.122743737909563
147,5.1837194465124545
148,5.165720317166853
149,5.293368464371332
150,5.045255389675927
151,4.675792013011038
152,5.099921987938161
153,4.837160776552043
154,4.867845829562561
155,5.146591004688774
156,5.309570767858409
157,5.0053178941840155
158,5.077208253149741
159,5.425553736158809
160,5.060188294872142
161,5.650420778545099
162,5.141377411407886
163,4.559809310211046
164,5.188335405276133
165,5.095289596220694
166,5.322438188520686
167,5.168295337817489
168,4.965386004004056
169,4.693925440927659
170,4.947744185678494
171,4.787369886447675
172,4.854869137548819
173,5.147144601105152
174,5.417476126087852
175,5.098667882455746
176,4.7010292344912035
177,5.1111506670550355
178,5.2991578716614125
179,4.847554273920155
180,4.96649570833177
181,5.003672048682299
182,4.80377542172944
183,5.162070108460965
184,4.969762962848055
185,5.104883110976757
186,4.7781269555494745
187,4.8906354249191475
188,5.180595339456943
189,4.906791711977058
190,5.431740962808352
191,4.900090953596349
192,5.056171181437971
193,5.233147707968272
194,4.645408566766742
195,4.559797797004806
196,4.618585921357476
197,5.315646025856796
198,4.8620354635268885
199,5.639549821417063
200,4.858938100335653
201,5.046137825799259
202,5.385527488141969
203,5.501523222039781
204,5.515375894159099
205,5.302091557648286
206,5.256015631452866
207,5.148131737300296
208,5.19459026904166
209,4.862203570917867
210,4.795450279144423
211,4.999156385647262
212,4.957453844368768
213,4.886692987668181
214,5.174096861864179
215,5.238826302142628
216,5.0221017215729615
217,5.369382520263816
218,4.714577721466624
219,4.95158513518007
220,4.820794419849299
221,4.533365845731735
222,4.979329828539325
223,4.969563122904179
224,5.378362435810533
225,5.157702921138695
226,4.7439532939176985
227,5.463523141583547
228,5.305258423881338
229,5.145524425867154
230,4.943378975287542
231,4.76014019081913
232,4.906948305982237
233,5.272187154926047
234,5.471146576483652
235,5.385810882068047
236,4.877787644553432
237,4.720095641677747
238,5.035221561727801
239,4.557890158609287
240,5.080791928546195
241,4.963099353425333
242,4.8834908745329395
243,4.601324233183301
244,5.128400026642429
245,4.8668247900845225
246,4.707520791072428
247,4.281934446679587
248,4.993121273737341
249,5.443062899167436
250,5.415314803636967
251,4.885725935853432
252,4.849446984909555
253,5.117193564018756
254,4.7504036402029275
255,5.075447974954867
