#chunkId,viewpointId,tileId,visibilityRatio,switchingDecisionTime
0,0,0,0.047,-1
0,0,1,0.0,-1
0,0,2,0.0,-1
0,0,3,0.0,-1
0,0,4,0.0,-1
0,0,5,0.019,-1
0,0,6,0.075,-1
0,0,7,0.0,-1
0,0,8,0.0,-1
0,0,9,0.0,-1
0,0,10,0.0,-1
0,0,11,0.04,-1
0,0,12,0.0,-1
0,0,13,0.0,-1
0,0,14,0.162,-1
0,0,15,0.198,-1
0,0,16,0.046,-1
0,0,17,0.0,-1
0,0,18,0.0,-1
0,0,19,0.0,-1
0,0,20,0.149,-1
0,0,21,0.198,-1
0,0,22,0.066,-1
0,0,23,0.0,-1
0,1,0,0.0,-1
0,1,1,0.0,-1
0,1,2,0.0,-1
0,1,3,0.0,-1
0,1,4,0.0,-1
0,1,5,0.0,-1
0,1,6,0.0,-1
0,1,7,0.0,-1
0,1,8,0.0,-1
0,1,9,0.0,-1
0,1,10,0.0,-1
0,1,11,0.0,-1
0,1,12,0.0,-1
0,1,13,0.0,-1
0,1,14,0.0,-1
0,1,15,0.0,-1
0,1,16,0.0,-1
0,1,17,0.0,-1
0,1,18,0.0,-1
0,1,19,0.0,-1
0,1,20,0.0,-1
0,1,21,0.0,-1
0,1,22,0.0,-1
0,1,23,0.0,-1
0,2,0,0.0,-1
0,2,1,0.0,-1
0,2,2,0.0,-1
0,2,3,0.0,-1
0,2,4,0.0,-1
0,2,5,0.0,-1
0,2,6,0.0,-1
0,2,7,0.0,-1
0,2,8,0.0,-1
0,2,9,0.0,-1
0,2,10,0.0,-1
0,2,11,0.0,-1
0,2,12,0.0,-1
0,2,13,0.0,-1
0,2,14,0.0,-1
0,2,15,0.0,-1
0,2,16,0.0,-1
0,2,17,0.0,-1
0,2,18,0.0,-1
0,2,19,0.0,-1
0,2,20,0.0,-1
0,2,21,0.0,-1
0,2,22,0.0,-1
0,2,23,0.0,-1
1,0,0,0.059,-1
1,0,1,0.0,-1
1,0,2,0.0,-1
1,0,3,0.0,-1
1,0,4,0.0,-1
1,0,5,0.01,-1
1,0,6,0.087,-1
1,0,7,0.0,-1
1,0,8,0.0,-1
1,0,9,0.0,-1
1,0,10,0.0,-1
1,0,11,0.026,-1
1,0,12,0.0,-1
1,0,13,0.0,-1
1,0,14,0.166,-1
1,0,15,0.199,-1
1,0,16,0.052,-1
1,0,17,0.0,-1
1,0,18,0.0,-1
1,0,19,0.0,-1
1,0,20,0.145,-1
1,0,21,0.199,-1
1,0,22,0.057,-1
1,0,23,0.0,-1
1,1,0,0.0,-1
1,1,1,0.0,-1
1,1,2,0.0,-1
1,1,3,0.0,-1
1,1,4,0.0,-1
1,1,5,0.0,-1
1,1,6,0.0,-1
1,1,7,0.0,-1
1,1,8,0.0,-1
1,1,9,0.0,-1
1,1,10,0.0,-1
1,1,11,0.0,-1
1,1,12,0.0,-1
1,1,13,0.0,-1
1,1,14,0.0,-1
1,1,15,0.0,-1
1,1,16,0.0,-1
1,1,17,0.0,-1
1,1,18,0.0,-1
1,1,19,0.0,-1
1,1,20,0.0,-1
1,1,21,0.0,-1
1,1,22,0.0,-1
1,1,23,0.0,-1
1,2,0,0.0,-1
1,2,1,0.0,-1
1,2,2,0.0,-1
1,2,3,0.0,-1
1,2,4,0.0,-1
1,2,5,0.0,-1
1,2,6,0.0,-1
1,2,7,0.0,-1
1,2,8,0.0,-1
1,2,9,0.0,-1
1,2,10,0.0,-1
1,2,11,0.0,-1
1,2,12,0.0,-1
1,2,13,0.0,-1
1,2,14,0.0,-1
1,2,15,0.0,-1
1,2,16,0.0,-1
1,2,17,0.0,-1
1,2,18,0.0,-1
1,2,19,0.0,-1
1,2,20,0.0,-1
1,2,21,0.0,-1
1,2,22,0.0,-1
1,2,23,0.0,-1
2,0,0,0.071,-1
2,0,1,0.0,-1
2,0,2,0.0,-1
2,0,3,0.0,-1
2,0,4,0.0,-1
2,0,5,0.015,-1
2,0,6,0.08,-1
2,0,7,0.0,-1
2,0,8,0.0,-1
2,0,9,0.0,-1
2,0,10,0.0,-1
2,0,11,0.016,-1
2,0,12,0.0,-1
2,0,13,0.001,-1
2,0,14,0.184,-1
2,0,15,0.199,-1
2,0,16,0.035,-1
2,0,17,0.0,-1
2,0,18,0.0,-1
2,0,19,0.0,-1
2,0,20,0.16,-1
2,0,21,0.199,-1
2,0,22,0.04,-1
2,0,23,0.0,-1
2,1,0,0.0,-1
2,1,1,0.0,-1
2,1,2,0.0,-1
2,1,3,0.0,-1
2,1,4,0.0,-1
2,1,5,0.0,-1
2,1,6,0.0,-1
2,1,7,0.0,-1
2,1,8,0.0,-1
2,1,9,0.0,-1
2,1,10,0.0,-1
2,1,11,0.0,-1
2,1,12,0.0,-1
2,1,13,0.0,-1
2,1,14,0.0,-1
2,1,15,0.0,-1
2,1,16,0.0,-1
2,1,17,0.0,-1
2,1,18,0.0,-1
2,1,19,0.0,-1
2,1,20,0.0,-1
2,1,21,0.0,-1
2,1,22,0.0,-1
2,1,23,0.0,-1
2,2,0,0.0,-1
2,2,1,0.0,-1
2,2,2,0.0,-1
