#chunkId,viewpointId,tileId,visibilityRatio,switchingDecisionTime
0,0,0,0.122,-1
0,0,1,0.0,-1
0,0,2,0.058,-1
0,0,3,0.0,-1
0,0,4,0.706,-1
0,0,5,0.114,-1
0,1,0,0.0,-1
0,1,1,0.0,-1
0,1,2,0.0,-1
0,1,3,0.0,-1
0,1,4,0.0,-1
0,1,5,0.0,-1
0,2,0,0.0,-1
0,2,1,0.0,-1
0,2,2,0.0,-1
0,2,3,0.0,-1
0,2,4,0.0,-1
0,2,5,0.0,-1
1,0,0,0.146,-1
1,0,1,0.0,-1
1,0,2,0.037,-1
1,0,3,0.0,-1
1,0,4,0.708,-1
1,0,5,0.109,-1
1,1,0,0.0,-1
1,1,1,0.0,-1
1,1,2,0.0,-1
1,1,3,0.0,-1
1,1,4,0.0,-1
1,1,5,0.0,-1
1,2,0,0.0,-1
1,2,1,0.0,-1
1,2,2,0.0,-1
1,2,3,0.0,-1
1,2,4,0.0,-1
1,2,5,0.0,-1
2,0,0,0.151,-1
2,0,1,0.0,-1
2,0,2,0.031,-1
2,0,3,0.001,-1
2,0,4,0.741,-1
2,0,5,0.076,-1
2,1,0,0.0,-1
2,1,1,0.0,-1
2,1,2,0.0,-1
2,1,3,0.0,-1
2,1,4,0.0,-1
2,1,5,0.0,-1
2,2,0,0.0,-1
2,2,1,0.0,-1
2,2,2,0.0,-1
2,2,3,0.0,-1
2,2,4,0.0,-1
2,2,5,0.0,-1
3,0,0,0.075,-1
3,0,1,0.0,-1
3,0,2,0.094,-1
3,0,3,0.096,-1
3,0,4,0.714,-1
3,0,5,0.021,-1
3,1,0,0.0,-1
3,1,1,0.0,-1
3,1,2,0.0,-1
3,1,3,0.0,-1
3,1,4,0.0,-1
3,1,5,0.0,-1
3,2,0,0.0,-1
3,2,1,0.0,-1
3,2,2,0.0,-1
3,2,3,0.0,-1
3,2,4,0.0,-1
3,2,5,0.0,-1
4,0,0,0.073,-1
4,0,1,0.0,-1
4,0,2,0.095,-1
4,0,3,0.1,-1
4,0,4,0.732,-1
4,0,5,0.0,-1
4,1,0,0.0,-1
4,1,1,0.0,-1
4,1,2,0.0,-1
4,1,3,0.0,-1
4,1,4,0.0,-1
4,1,5,0.0,-1
4,2,0,0.0,-1
4,2,1,0.0,-1
4,2,2,0.0,-1
4,2,3,0.0,-1
4,2,4,0.0,-1
4,2,5,0.0,-1
5,0,0,0.075,-1
5,0,1,0.0,-1
5,0,2,0.093,-1
5,0,3,0.089,-1
5,0,4,0.743,-1
5,0,5,0.0,-1
5,1,0,0.0,-1
5,1,1,0.0,-1
5,1,2,0.0,-1
5,1,3,0.0,-1
5,1,4,0.0,-1
5,1,5,0.0,-1
5,2,0,0.0,-1
5,2,1,0.0,-1
5,2,2,0.0,-1
5,2,3,0.0,-1
5,2,4,0.0,-1
5,2,5,0.0,-1
6,0,0,0.076,-1
6,0,1,0.0,-1
6,0,2,0.092,-1
6,0,3,0.088,-1
6,0,4,0.744,-1
6,0,5,0.0,-1
6,1,0,0.0,-1
6,1,1,0.0,-1
6,1,2,0.0,-1
6,1,3,0.0,-1
